ID_Cliente	Investimento_Fixa	Investimento_Tesouro	Investimento_Poupanca	Rendimento_Liq_12M	Saldo_Conta	Investiu_Variavel_6M
0512	7129.20	1715.03	0	311.30	0	0
0513	1639.78	1238.92	0	47.82	317.40	0
0514	1382.53	3024.92	0	26.09	0	0
0515	5975.59	12258.65	0	199.76	0	0
0516	8460.22	5505.40	0	558.59	0	0
0517	17720.49	0	0	191.14	373.74	0
0518	4484.27	0	0	203.96	812.62	1
0519	2596.59	3568.42	0	230.33	0	0
0520	3284.92	0	0	148.93	2577.98	0
0521	11681.54	1055.33	0	128.91	0	1
0522	3047.36	7108.67	26.94	163.49	0	0
0523	11592.21	6762.74	2780.20	785.54	0	0
0524	1976.81	7665.13	440.93	9.13	0	0
0525	5607.20	5605.44	0	500.61	0	1
0526	0	1689.03	0	24.73	0	0
0527	3674.28	0	0	154.24	0	0
0528	1626.42	4233.28	0	74.84	0	0
0529	0	5540.90	0	268.19	1746.49	0
0530	0	2689.25	0	82.89	0	0
0531	2528.83	0	0	49.71	0	0
0532	0	10732.27	0	308.28	0	0
0533	1295.72	2422.26	614.21	180.36	2930.17	1
0534	5100.09	4194.83	0	453.58	0	0
0535	6952.47	0	2966.47	329.55	0	0
0536	5700.72	0	0	12.54	0	0
0537	1611.99	4291.36	0	32.50	0	0
0538	10950.22	5565.76	1736.50	562.97	81.82	0
0539	0	1825.92	0	36.18	0	1
0540	16830.10	0	0	430.95	715.14	0
0541	0	8514.78	0	302.87	0	0
0542	0	4178.49	0	67.76	0	0
0543	9745.74	3696.68	0	115.03	331.93	0
0544	2081.07	3725.27	0	283.52	0	1
0545	10281.79	0	0	177.72	0	1
0546	1511.78	3052.04	2365.64	177.98	301.25	0
0547	10783.26	1174.04	0	135.20	0	0
0548	0	1542.62	0	51.18	554.34	0
0549	6825.29	3334.24	0	424.02	0	0
0550	11551.48	2178.38	0	227.56	4011.92	1
0551	5427.43	2506.95	0	359.25	277.71	1
0552	6386.01	0	0	201.48	3252.60	1
0553	11694.92	9368.03	0	287.78	0	0
0554	8499.29	1706.91	0	465.48	76.83	0
0555	22385.84	6714.13	0	717.68	0	0
0556	3291.76	0	513.98	56.26	138.79	0
0557	10241.40	0	7734.73	134.12	0	0
0558	5872.40	0	0	163.72	860.32	0
0559	5851.26	3838.32	0	372.94	0	0
0560	4007.87	0	640.08	50.47	5.47	0
0561	3232.45	0	0	121.18	0	0
0562	0	0	990.44	9.43	1135.39	0
0563	4650.13	9737.96	0	518.60	415.81	0
0564	0	1225.67	0	16.49	0	0
0565	0	9843.97	0	220.71	0	0
0566	2481.90	6638.87	0	372.38	2676.55	0
0567	11314.74	1723.49	0	603.06	0	0
0568	3730.76	1960.66	0	152.40	286.49	0
0569	4305.86	3477.98	0	384.04	0	1
0570	0	2688.05	0	64.85	0	0
0571	4795.80	0	0	134.48	0	0
0572	0	1853.61	0	42.45	0	0
0573	9599.58	2184.05	0	338.10	0	0
0574	1859.33	1234.08	0	25.94	0	0
0575	4861.03	0	0	88.34	0	0
0576	5295.38	2543.35	0	200.82	0	0
0577	2217.59	0	0	42.83	0	0
0578	2462.64	5816.88	0	214.28	0	0
0579	0	7641.45	0	148.27	0	0
0580	5121.44	0	0	202.68	0	0
0581	7812.92	0	0	117.87	989.63	0
0582	8123.99	1458.79	0	154.73	0	0
0583	4092.65	2130.13	0	70.07	0	0
0584	0	1550.26	0	58.45	2359.65	1
0585	11867.35	1254.44	0	577.75	0	0
0586	2280.98	1405.72	0	157.26	0	0
0587	6048.59	0	0	243.64	1401.19	0
0588	2159.83	0	0	29.10	484.14	0
0589	10496.47	2060.56	0	268.36	827.17	0
0590	2341.37	0	0	105.69	0	0
0591	1300.44	12806.76	0	431.17	1478.12	0
0592	3272.69	8464.95	0	524.11	861.88	0
0593	0	3203.42	0	38.05	0	0
0594	0	4691.69	0	155.57	1253.55	0
0595	1185.46	0	0	9.62	0	0
0596	1360.35	1875.39	0	126.04	0	0
0597	1574.13	2994.40	0	101.63	0	0
0598	3131.69	2301.60	0	60.87	1533.06	0
0599	1719.05	0	0	58.72	0	0
0600	2483.32	1462.60	0	173.72	0	0
0601	2823.93	3150.16	0	179.24	1032.10	0
0602	1721.68	0	0	29.29	0	0
