ID_CLIENTE	SCORE_CREDITO	GENERO	IDADE	TEMPO_RELACIONAMENTO	TIPO_PLANO	RENDA	CANCELOU
00120	511	Feminino	61	7.7	Pre_Pago	6228	0
00121	615	Masculino	36	6	Pos_Pago	14000	0
00122	567	Feminino	44	9.5	Pos_Pago	7764	0
00123	607	Masculino	40	10.5	Pre_Pago	13554	0
00124	519	Masculino	29	5.9	Pos_Pago	10936	0
00125	489	Masculino	25	7.4	Pos_Pago	13025	0
00126	543	Masculino	32	5.4	Pre_Pago	3993	0
00127	696	Masculino	29	7.8	Pre_Pago	6647	1
00128	678	Feminino	67	2.6	Pos_Pago	4663	0
00129	525	Feminino	39	9.3	Pre_Pago	7237	0
00130	716	Feminino	43	3.1	Pos_Pago	7700	0
00131	475	Feminino	39	6	Pre_Pago	4733	0
00132	580	Feminino	42	2.8	Pre_Pago	5979	0
00133	661	Masculino	46	4.7	Pre_Pago	8565	0
00134	569	Feminino	51	11.5	Pos_Pago	7178	0
00135	549	Feminino	40	3.3	Pos_Pago	8679	0
00136	596	Feminino	42	2.8	Pre_Pago	5551	0
00137	544	Feminino	28	3.9	Pre_Pago	7129	0
00138	694	Masculino	57	3.8	Pre_Pago	6445	0
00139	945	Feminino	70	2.9	Pre_Pago	6167	0
00140	646	Feminino	48	3.1	Pre_Pago	7370	0
00141	713	Feminino	36	4.9	Pos_Pago	3378	0
00142	702	Masculino	56	11.3	Pre_Pago	6636	0
00143	591	Masculino	39	2.4	Pre_Pago	10505	0
00144	613	Feminino	29	6	Pos_Pago	4057	0
00145	438	Masculino	34	6	Pre_Pago	4066	0
00146	480	Masculino	29	4.9	Pre_Pago	5077	0
00147	613	Feminino	42	5.6	Pre_Pago	7397	0
00148	524	Feminino	55	2.3	Pos_Pago	8811	0
00149	589	Masculino	33	3.9	Pre_Pago	7288	0
00150	526	Feminino	41	6.4	Pre_Pago	8968	0
00151	664	Masculino	40	12.1	Pre_Pago	8351	0
00152	756	Masculino	33	8.6	Pos_Pago	16450	0
00153	654	Feminino	25	5.1	Pos_Pago	6810	0
00154	502	Masculino	35	8.5	Pre_Pago	11939	0
00155	634	Feminino	22	4.9	Pre_Pago	4017	1
00156	549	Feminino	38	4.9	Pre_Pago	5212	0
00157	471	Masculino	54	4.6	Pre_Pago	7680	0
00158	736	Masculino	25	7	Pre_Pago	7057	0
00159	503	Feminino	32	6.4	Pre_Pago	8539	0
00160	533	Feminino	34	6.6	Pos_Pago	14182	0
00161	746	Masculino	28	7	Pre_Pago	7775	0
00162	553	Masculino	52	8.3	Pre_Pago	9835	0
00163	559	Feminino	32	6.7	Pre_Pago	4313	1
00164	536	Feminino	39	3.9	Pre_Pago	7009	0
00165	720	Feminino	42	5.5	Pre_Pago	5346	0
00166	601	Feminino	32	2.6	Pre_Pago	4381	0
00167	452	Masculino	36	6.2	Pos_Pago	5985	0
00168	605	Masculino	38	6.7	Pre_Pago	4305	0
00169	494	Feminino	31	5.9	Pos_Pago	9890	0
00170	720	Feminino	29	6.2	Pre_Pago	6171	1
00171	630	Feminino	36	12.2	Pre_Pago	8648	0
00172	630	Feminino	46	7.6	Pre_Pago	4820	0
00173	466	Feminino	30	4.8	Pre_Pago	13339	0
00174	696	Masculino	28	7.1	Pre_Pago	8481	0
00175	682	Feminino	36	7.6	Pre_Pago	5130	0
00176	545	Masculino	64	2.8	Pre_Pago	5869	0
00177	584	Masculino	57	6.1	Pre_Pago	5128	0
00178	602	Masculino	36	3	Pos_Pago	6895	0
00179	683	Masculino	47	9.5	Pre_Pago	7836	0
00180	596	Feminino	33	3.1	Pre_Pago	7698	0
00181	660	Masculino	39	5.8	Pre_Pago	9071	0
00182	513	Feminino	38	7.9	Pos_Pago	6752	0
00183	572	Masculino	27	5.2	Pos_Pago	8899	0
00184	746	Feminino	49	5.5	Pre_Pago	5043	0
00185	510	Masculino	40	6.6	Pre_Pago	3772	0
00186	538	Feminino	39	10.7	Pre_Pago	3967	0
00187	610	Masculino	38	10.9	Pos_Pago	5282	0
00188	597	Feminino	40	8	Pos_Pago	7664	0
00189	610	Masculino	44	3.6	Pos_Pago	4264	0
00190	558	Masculino	40	5	Pre_Pago	5346	0
00191	556	Masculino	57	9.4	Pre_Pago	7511	0
00192	501	Masculino	30	3.8	Pre_Pago	6227	0
00193	653	Masculino	35	6.9	Pre_Pago	6391	0
00194	599	Feminino	36	3.9	Pre_Pago	6986	0
00195	540	Masculino	45	4.1	Pre_Pago	10356	0
00196	569	Masculino	42	7.8	Pre_Pago	6626	0
00197	454	Feminino	48	6.7	Pre_Pago	4363	0
00198	754	Feminino	42	2.6	Pre_Pago	4362	0
00199	521	Masculino	37	4.4	Pre_Pago	5748	0
00200	553	Masculino	27	8	Pre_Pago	7717	1
00201	544	Feminino	33	8.1	Pre_Pago	7871	0
00202	499	Feminino	41	5.6	Pre_Pago	7050	0
00203	418	Feminino	48	8.2	Pos_Pago	8722	0
00204	639	Masculino	32	4.8	Pre_Pago	10448	0
00205	567	Masculino	31	2.8	Pre_Pago	5906	0
00206	596	Feminino	32	7.9	Pre_Pago	6983	0
00207	756	Masculino	45	7.2	Pre_Pago	9140	0
00208	499	Feminino	21	3.4	Pre_Pago	10395	0
00209	806	Feminino	24	6	Pre_Pago	4141	0
00210	600	Masculino	41	8.4	Pos_Pago	10033	0
00211	629	Feminino	41	4.1	Pre_Pago	9674	0
00212	536	Feminino	37	6.7	Pre_Pago	5082	0
00213	728	Masculino	38	5.9	Pos_Pago	10384	0
00214	597	Masculino	28	8.6	Pre_Pago	15446	0
00215	635	Feminino	35	7.1	Pre_Pago	8355	0
00216	684	Masculino	47	5.8	Pos_Pago	9079	0
00217	552	Masculino	48	3.5	Pos_Pago	2677	0
00218	593	Masculino	35	7.1	Pos_Pago	8170	0
00219	552	Masculino	40	5.8	Pre_Pago	9205	0
00220	550	Feminino	29	3.6	Pre_Pago	5149	0
00221	620	Masculino	60	8.6	Pos_Pago	12913	0
00222	576	Masculino	27	5.8	Pre_Pago	9546	0
00223	669	Masculino	44	5.4	Pos_Pago	3853	0
00224	496	Feminino	45	1.8	Pre_Pago	5731	0
00225	657	Feminino	40	4.8	Pos_Pago	10227	0
00226	513	Feminino	38	7.5	Pre_Pago	4131	1
00227	637	Feminino	45	2.8	Pre_Pago	5620	0
00228	706	Masculino	36	5.8	Pos_Pago	9438	0
00229	744	Masculino	45	8.1	Pos_Pago	8246	0
00230	492	Masculino	26	10.6	Pre_Pago	3608	0
00231	609	Masculino	31	4.8	Pre_Pago	12458	0
00232	589	Masculino	33	9.3	Pre_Pago	7264	0
00233	644	Masculino	56	9.3	Pos_Pago	6915	0
00234	615	Masculino	59	1.4	Pos_Pago	4595	0
00235	541	Masculino	49	11	Pos_Pago	5435	0
00236	652	Masculino	47	5.6	Pos_Pago	6848	0
00237	502	Masculino	30	3.3	Pre_Pago	8737	0
00238	820	Feminino	32	5.7	Pre_Pago	8141	0
00239	608	Feminino	34	5.5	Pre_Pago	4981	0
00240	683	Feminino	50	3.1	Pos_Pago	7610	0
00241	822	Feminino	33	7	Pre_Pago	7836	0
00242	554	Feminino	28	5	Pre_Pago	6114	0
00243	559	Feminino	71	12.1	Pre_Pago	8429	0
00244	611	Masculino	72	3.8	Pre_Pago	6437	0
00245	747	Feminino	38	3.8	Pre_Pago	6352	0
00246	670	Feminino	36	7.9	Pre_Pago	7120	0
00247	668	Feminino	37	4.9	Pos_Pago	3428	0
00248	656	Feminino	23	4.2	Pos_Pago	11911	0
00249	621	Masculino	33	3.7	Pos_Pago	5356	0
00250	798	Feminino	28	9	Pre_Pago	5959	0
00251	547	Masculino	38	3.8	Pre_Pago	6736	0
00252	572	Masculino	26	9.9	Pre_Pago	9412	0
00253	565	Masculino	29	2.2	Pos_Pago	8574	0
00254	699	Feminino	38	3	Pos_Pago	7110	0
00255	691	Masculino	54	9.5	Pos_Pago	7940	0
00256	560	Masculino	47	4.7	Pos_Pago	8725	0
00257	617	Masculino	39	6.7	Pos_Pago	5247	0
00258	574	Feminino	23	6.3	Pre_Pago	7734	1
00259	579	Masculino	30	3	Pre_Pago	6682	0
00260	621	Masculino	31	11.8	Pre_Pago	8164	0
00261	602	Masculino	38	7.4	Pre_Pago	11910	0
00262	586	Masculino	33	7.6	Pos_Pago	5191	0
00263	578	Feminino	21	3	Pre_Pago	6863	0
00264	451	Masculino	36	4	Pre_Pago	8198	0
00265	513	Masculino	39	4.7	Pre_Pago	9160	0
00266	691	Masculino	42	5.1	Pre_Pago	6776	0
00267	589	Masculino	48	8.4	Pre_Pago	10739	0
00268	613	Masculino	38	1.1	Pre_Pago	3243	0
00269	614	Feminino	45	9.3	Pre_Pago	7125	0
00270	739	Feminino	28	5.6	Pos_Pago	6953	0
00271	671	Masculino	70	4.7	Pre_Pago	8861	0
00272	551	Feminino	45	10.5	Pos_Pago	12781	0
00273	696	Masculino	30	4.8	Pos_Pago	15568	0
00274	503	Feminino	25	7.4	Pos_Pago	13249	0
00275	758	Masculino	30	6.5	Pre_Pago	11260	0
00276	618	Masculino	35	2.3	Pos_Pago	8801	0
00277	597	Masculino	35	6.8	Pre_Pago	5917	1
00278	753	Feminino	59	2.4	Pre_Pago	11548	0
00279	585	Masculino	35	8.4	Pre_Pago	10433	0
00280	637	Masculino	43	7.8	Pre_Pago	6320	0
00281	630	Masculino	35	6.5	Pre_Pago	10935	0
00282	702	Masculino	39	3.6	Pre_Pago	4445	0
00283	758	Feminino	35	6.6	Pre_Pago	2054	0
00284	628	Masculino	31	4.4	Pos_Pago	5678	0
00285	661	Masculino	71	6	Pre_Pago	14740	0
00286	487	Masculino	56	3.2	Pre_Pago	8012	0
00287	779	Feminino	34	4.1	Pos_Pago	10111	0
00288	663	Masculino	31	3.8	Pos_Pago	6256	0
00289	505	Masculino	36	6.8	Pre_Pago	6099	0
00290	571	Masculino	26	3.7	Pos_Pago	5529	0
00291	613	Feminino	45	10	Pre_Pago	9545	0
00292	511	Masculino	39	4.9	Pre_Pago	4863	0
00293	634	Feminino	43	3	Pre_Pago	6994	0
00294	647	Masculino	30	4.6	Pre_Pago	7758	0
00295	524	Feminino	26	7	Pre_Pago	7165	1
00296	675	Masculino	43	5	Pre_Pago	5830	1
00297	541	Feminino	43	5.1	Pos_Pago	7393	0
00298	489	Masculino	43	5.9	Pre_Pago	11364	0
00299	608	Feminino	32	10.9	Pre_Pago	5163	0
00300	487	Feminino	34	4.3	Pre_Pago	3868	0
00301	652	Masculino	42	4.3	Pos_Pago	4342	0
00302	578	Feminino	39	7.2	Pre_Pago	8849	1
00303	693	Feminino	46	9.3	Pre_Pago	7138	0
00304	506	Masculino	29	5.1	Pos_Pago	7827	0
00305	453	Feminino	45	5.3	Pre_Pago	9875	0
00306	540	Feminino	35	7.5	Pos_Pago	3956	0
00307	629	Masculino	40	6.1	Pre_Pago	5667	0
00308	611	Masculino	37	3.3	Pre_Pago	9908	0
00309	589	Masculino	18	6.8	Pos_Pago	6076	0
00310	551	Feminino	46	7.2	Pre_Pago	9061	0
00311	587	Masculino	30	8.4	Pre_Pago	10739	0
00312	672	Feminino	45	6.2	Pre_Pago	6777	0
00313	622	Feminino	44	4.7	Pre_Pago	9994	0
00314	721	Masculino	31	10.5	Pre_Pago	12632	0
00315	505	Masculino	53	7.7	Pre_Pago	5790	0
00316	537	Masculino	36	6.1	Pre_Pago	5682	0
00317	505	Masculino	35	4.8	Pre_Pago	16716	0
00318	611	Feminino	29	6.8	Pos_Pago	5739	0
00319	580	Feminino	47	1.2	Pre_Pago	3625	0
00320	573	Masculino	38	7.1	Pre_Pago	8625	1
00321	551	Feminino	33	9	Pre_Pago	5428	0
00322	555	Feminino	27	6.5	Pre_Pago	10545	0
00323	524	Masculino	29	5	Pre_Pago	5652	0
00324	613	Feminino	34	6.5	Pos_Pago	9581	0
00325	580	Feminino	37	9.1	Pre_Pago	6472	0
00326	483	Masculino	25	6.3	Pos_Pago	7743	0
00327	605	Masculino	38	2.4	Pos_Pago	11191	0
00328	541	Masculino	76	3.7	Pre_Pago	5788	0
00329	649	Feminino	59	4.2	Pre_Pago	11179	0
00330	589	Masculino	33	6.8	Pos_Pago	5516	0
00331	739	Masculino	52	4.1	Pre_Pago	9728	0
00332	651	Feminino	32	4.6	Pre_Pago	7231	0
00333	588	Feminino	39	5.1	Pre_Pago	6630	0
00334	750	Feminino	38	4.5	Pre_Pago	6557	0
00335	696	Masculino	37	4.4	Pre_Pago	6054	0
00336	599	Masculino	24	9	Pre_Pago	5796	0
00337	727	Masculino	28	4.1	Pre_Pago	10452	0
00338	619	Masculino	46	4.1	Pre_Pago	9677	0
00339	569	Feminino	31	3.5	Pos_Pago	2968	0
00340	513	Feminino	40	7.3	Pre_Pago	10212	0
00341	598	Masculino	55	3.7	Pos_Pago	6168	0
00342	635	Masculino	28	5.6	Pre_Pago	7016	0
00343	592	Feminino	57	6	Pre_Pago	4196	0
00344	704	Feminino	44	2.6	Pre_Pago	4011	0
00345	561	Feminino	30	8.3	Pos_Pago	8923	0
00346	579	Feminino	40	9.3	Pre_Pago	7190	0
00347	572	Masculino	41	3.9	Pre_Pago	7476	0
00348	588	Feminino	34	7.4	Pos_Pago	12269	0
00349	643	Masculino	44	6.5	Pre_Pago	9337	0
00350	573	Feminino	23	6.6	Pos_Pago	14237	0
00351	539	Feminino	40	7	Pos_Pago	7465	0
00352	645	Masculino	30	3.4	Pre_Pago	11348	1
00353	536	Masculino	35	5.4	Pre_Pago	4263	0
00354	717	Masculino	45	8.2	Pre_Pago	8440	0
00355	470	Feminino	37	2.8	Pre_Pago	5682	0
00356	802	Masculino	31	5.4	Pre_Pago	13129	0
00357	504	Masculino	50	5.8	Pos_Pago	9747	0
00358	625	Feminino	24	10.6	Pos_Pago	14187	0
00359	733	Masculino	39	7.1	Pre_Pago	8220	0
00360	475	Masculino	45	6.9	Pre_Pago	6488	0
00361	610	Feminino	37	6.3	Pre_Pago	7913	0
00362	746	Feminino	30	9.7	Pre_Pago	8681	0
00363	576	Masculino	50	8.3	Pos_Pago	8997	0
00364	534	Feminino	29	1.7	Pre_Pago	5282	0
00365	566	Masculino	50	5.2	Pre_Pago	8329	0
00366	504	Feminino	35	8	Pre_Pago	7337	0
00367	636	Masculino	38	6	Pre_Pago	3763	0
00368	856	Masculino	40	5	Pos_Pago	5541	0
00369	497	Feminino	29	4.1	Pre_Pago	9612	0
00370	512	Feminino	32	3.8	Pre_Pago	6740	0
00371	567	Masculino	51	6.5	Pre_Pago	10344	0
00372	608	Feminino	23	9.5	Pre_Pago	7896	0
00373	642	Masculino	39	3.8	Pre_Pago	6812	0
00374	521	Masculino	33	5.4	Pos_Pago	3990	0
00375	671	Feminino	38	13.7	Pre_Pago	10489	1
00376	595	Feminino	35	4.3	Pre_Pago	4725	0
00377	500	Masculino	35	8.8	Pre_Pago	4752	0
00378	728	Feminino	31	3.8	Pos_Pago	6788	0
00379	582	Feminino	65	5.8	Pre_Pago	9532	0
00380	566	Masculino	51	5	Pre_Pago	5619	0
00381	561	Feminino	25	5.1	Pos_Pago	7906	0
00382	488	Feminino	35	6.2	Pre_Pago	6756	0
00383	607	Feminino	58	5.6	Pos_Pago	6549	0
00384	625	Feminino	42	4.3	Pre_Pago	5016	1
00385	729	Masculino	24	4	Pre_Pago	8257	0
00386	497	Masculino	45	6.7	Pre_Pago	5358	0
00387	722	Feminino	26	5	Pos_Pago	5323	0
00388	525	Feminino	40	5.1	Pos_Pago	7588	0
00389	594	Feminino	42	6.7	Pos_Pago	4667	0
00390	514	Masculino	39	3.8	Pre_Pago	6793	0
00391	633	Feminino	28	8.3	Pre_Pago	9677	0
00392	545	Feminino	60	4.4	Pos_Pago	6206	0
00393	532	Masculino	36	6.6	Pos_Pago	3296	0
00394	825	Masculino	33	10.6	Pre_Pago	3464	0
00395	541	Masculino	39	3.3	Pos_Pago	9878	0
00396	705	Feminino	50	9.2	Pre_Pago	6725	0
00397	577	Feminino	28	7.5	Pre_Pago	4557	0
00398	548	Masculino	29	6.3	Pre_Pago	7693	1
00399	579	Masculino	48	6.2	Pre_Pago	6235	0
00400	701	Feminino	26	7.3	Pre_Pago	10374	0
00401	560	Feminino	36	12.9	Pos_Pago	9525	0
00402	489	Masculino	32	10	Pre_Pago	9642	0
00403	599	Masculino	38	7.9	Pre_Pago	7014	0
00404	572	Feminino	58	7.1	Pre_Pago	8081	0
00405	606	Masculino	32	4.8	Pre_Pago	11481	0
00406	743	Feminino	50	3.5	Pre_Pago	12391	0
00407	608	Masculino	36	4.3	Pre_Pago	5201	0
00408	637	Masculino	27	7.9	Pre_Pago	7081	0
00409	567	Masculino	32	4.9	Pre_Pago	3612	0
00410	571	Feminino	37	8.7	Pre_Pago	3849	0
00411	682	Masculino	45	10.8	Pre_Pago	4652	0
00412	592	Masculino	35	4.4	Pre_Pago	5376	0
00413	520	Masculino	34	4.7	Pos_Pago	8481	0
00414	485	Feminino	29	5	Pos_Pago	6205	0
00415	691	Feminino	48	9.8	Pre_Pago	8717	0
00416	485	Feminino	31	10.7	Pre_Pago	4194	1
00417	524	Feminino	35	3.1	Pre_Pago	7449	0
00418	623	Feminino	30	10.5	Pre_Pago	13717	0
00419	581	Feminino	37	7.4	Pre_Pago	11760	0
00420	577	Masculino	26	7.4	Pos_Pago	14345	0
00421	593	Feminino	40	5.4	Pre_Pago	2392	0
00422	538	Feminino	34	3.8	Pre_Pago	6864	1
00423	553	Feminino	27	11.4	Pre_Pago	6868	0
00424	693	Masculino	46	7.9	Pre_Pago	7083	0
00425	501	Feminino	29	3.5	Pre_Pago	2641	0
00426	661	Masculino	41	4.1	Pre_Pago	10280	0
00427	597	Feminino	65	2.5	Pre_Pago	12607	0
00428	531	Masculino	59	10.1	Pre_Pago	10447	0
00429	522	Masculino	42	2.6	Pos_Pago	4696	0
00430	656	Feminino	33	4.5	Pre_Pago	6353	0
00431	725	Masculino	35	5.1	Pre_Pago	7950	0
00432	747	Masculino	70	7.6	Pre_Pago	5258	0
00433	563	Feminino	45	4.4	Pre_Pago	5321	0
00434	578	Feminino	41	2	Pos_Pago	6992	0
00435	531	Feminino	38	4.2	Pre_Pago	11145	0
00436	600	Feminino	46	7	Pre_Pago	7895	0
00437	506	Masculino	30	3.8	Pre_Pago	6579	1
00438	594	Feminino	45	5.9	Pre_Pago	10646	0
00439	584	Masculino	22	4.9	Pre_Pago	4924	0
00440	694	Masculino	61	5.5	Pre_Pago	5442	0
00441	615	Masculino	30	3	Pre_Pago	6655	0
00442	706	Feminino	45	6.4	Pre_Pago	8332	0
00443	496	Masculino	40	2.4	Pre_Pago	10134	0
00444	586	Masculino	37	5.6	Pre_Pago	6771	0
00445	622	Masculino	37	7.6	Pre_Pago	4760	0
00446	627	Masculino	37	8.8	Pre_Pago	4890	0
00447	583	Masculino	44	3.9	Pos_Pago	6943	0
00448	606	Feminino	28	8.2	Pre_Pago	8653	0
00449	542	Feminino	50	5.1	Pre_Pago	6760	0
00450	532	Masculino	26	2.6	Pre_Pago	4633	0
00451	625	Feminino	31	8.5	Pre_Pago	12294	0
00452	561	Masculino	61	5.4	Pos_Pago	3802	0
00453	653	Feminino	29	6.9	Pre_Pago	6897	0
00454	598	Feminino	43	6	Pre_Pago	3708	0
00455	583	Masculino	30	6.2	Pre_Pago	6279	0
00456	567	Feminino	36	12.3	Pre_Pago	8692	0
00457	647	Masculino	34	7.6	Pre_Pago	5298	0
00458	530	Masculino	41	8.9	Pre_Pago	5162	0
00459	740	Masculino	35	6.2	Pre_Pago	6370	0
00460	518	Feminino	45	4.2	Pos_Pago	14766	0
00461	518	Feminino	27	7.5	Pre_Pago	4256	1
00462	672	Masculino	36	5.9	Pre_Pago	9865	0
00463	447	Masculino	42	9.5	Pre_Pago	7750	0
00464	544	Feminino	34	2.9	Pre_Pago	6582	0
00465	623	Masculino	41	6.4	Pos_Pago	8581	0
00466	527	Masculino	57	2.2	Pos_Pago	7969	0
00467	505	Feminino	39	9.3	Pre_Pago	7226	1
00468	589	Masculino	31	5.5	Pre_Pago	5446	0
00469	576	Feminino	37	6	Pre_Pago	4702	0
00470	538	Feminino	46	3.3	Pre_Pago	9701	0
00471	668	Feminino	29	3	Pre_Pago	6834	0
00472	669	Masculino	36	8.5	Pre_Pago	10947	0
00473	523	Masculino	43	5.5	Pos_Pago	4747	0
00474	526	Masculino	34	5	Pre_Pago	6312	0
00475	445	Masculino	60	7.3	Pre_Pago	10007	0
00476	651	Masculino	38	3.5	Pre_Pago	1622	0
00477	502	Masculino	63	6.4	Pre_Pago	8048	0
00478	692	Feminino	35	5.4	Pos_Pago	4427	0
00479	473	Feminino	57	9.1	Pre_Pago	6450	0
00480	479	Masculino	38	3.8	Pre_Pago	6822	0
00481	809	Masculino	28	4.9	Pre_Pago	4074	0
