ID_CLIENTE	SCORE_CREDITO	VALOR_TOTAL_ATRASOS_12M	QTD_CONSULTAS_CREDITO_12M	RENDIMENTO_MEDIO_12M	TEMPO_TRABALHO	IDADE	QTD_DEPENDENTES	LIMITE_INICIAL_CARTAO
0167	78	0	2	15970	15	58	0	10000
0168	81	0	2	7470	25	20	2	9000
0169	93	0	1	15500	16	31	2	16500
0170	80	0	2	15080	7	45	2	7900
0171	80	0	4	18460	10	18	1	8800
0172	93	0	1	10290	14	59	1	12500
0173	89	0	2	17700	24	31	1	14600
0174	77	0	2	11720	12	30	1	7200
0175	80	1051,16	2	10000	11	61	0	7500
0176	66	1708,51	2	3620	10	30	1	1000
0177	86	0	1	11610	22	27	1	11300
0178	74	0	1	5530	7	32	2	2500
0179	76	1989,96	3	6710	10	19	1	3700
0180	90	0	1	26360	24	24	1	19400
0181	75	0	1	13150	19	23	0	5900
0182	83	0	2	6030	20	41	1	5600
0183	59	4863,4	5	3750	10	25	0	1000
0184	74	0	3	13950	20	26	2	7400
0185	88	0	2	11830	17	57	3	10700
0186	88	0	4	15380	16	30	3	11200
0187	89	0	1	6510	18	24	1	10300
0188	89	0	1	20790	21	39	2	16600
0189	83	0	1	23090	11	40	1	13500
0190	83	482,37	2	5850	9	26	1	5600
0191	87	0	2	11670	19	60	0	12100
0192	76	0	2	15380	6	26	1	9100
0193	72	3467,35	2	10360	19	30	1	8500
0194	57	6047,97	4	3540	4	21	0	1000
0195	73	0	2	7830	6	23	0	3900
0196	85	0	1	8940	14	35	0	10200
0197	94	0	1	12850	23	44	2	15900
0198	77	0	2	16370	19	62	0	11300
0199	83	0	2	10810	16	24	0	9000
0200	74	388,5	2	3760	10	52	2	4200
0201	83	0	3	12520	15	38	0	8800
0202	72	2687,68	4	7900	1	36	1	2500
0203	78	2295,55	2	22980	17	39	0	12400
0204	85	436,78	2	14310	20	30	0	11300
0205	79	0	2	14610	6	25	0	9300
0206	81	0	2	17290	18	55	0	8000
0207	82	0	1	7420	21	36	1	6700
0208	86	1591,87	2	23000	19	42	0	12800
0209	88	0	1	15020	18	36	5	13600
0210	85	0	2	14340	18	24	2	12500
0211	76	2524,43	2	9420	28	22	0	8600
0212	74	3807,22	1	830	19	29	1	2400
0213	86	0	3	16880	10	29	1	10800
0214	81	415,35	3	9290	14	34	0	6700
0215	91	0	2	14030	19	42	1	12800
0216	73	4342,5	3	6390	7	41	0	3800
0217	82	0	2	8690	5	34	1	6700
0218	82	0	1	5890	13	19	1	6000
0219	79	1070,23	2	13010	13	21	1	8200
0220	80	0	3	7250	8	18	3	5800
0221	73	914,03	3	16030	15	41	2	9000
0222	89	0	2	6710	16	59	1	10400
0223	83	0	2	17020	18	20	3	11800
0224	86	0	2	11350	14	32	1	14300
0225	94	0	1	15660	22	39	1	16900
0226	83	0	1	9660	24	34	2	9700
0227	80	0	2	11310	14	37	1	10500
0228	77	0	2	3470	15	27	1	4100
0229	93	0	1	16750	26	23	0	17700
0230	81	0	1	9580	22	58	2	8600
0231	76	2381,96	3	13570	15	29	1	5500
0232	88	0	2	4710	14	43	1	6400
0233	74	0	2	8670	18	32	3	2900
0234	79	0	2	3370	18	44	1	5900
0235	71	1243,77	3	8770	13	34	2	5400
0236	81	0	3	11130	16	32	2	9800
0237	84	0	3	20100	11	22	0	11600
0238	68	298,04	2	6350	13	32	2	2100
0239	44	16109,31	4	4930	10	20	0	1000
0240	80	0	3	9620	13	41	1	9000
0241	75	107,22	2	12430	16	20	1	7900
0242	81	0	2	16510	21	24	0	9500
0243	84	0	2	5820	16	42	1	7100
0244	82	0	3	11080	16	23	2	9000
0245	75	1065,69	2	5270	10	41	1	3100
0246	80	1820,13	2	23270	22	28	1	12300
0247	87	0	1	8170	14	26	1	11100
0248	83	0	3	9010	22	26	1	8200
0249	88	0	1	19080	14	39	1	13900
0250	79	0	1	7260	11	60	2	5800
0251	83	0	2	17110	11	60	1	8600
0252	85	0	2	4400	16	35	0	6200
0253	82	0	2	13430	15	43	0	10500
0254	90	0	1	7530	14	51	1	9600
0255	84	0	2	8420	15	38	1	9500
0256	89	0	3	10950	12	38	0	12200
0257	74	113,11	3	3880	12	41	0	3900
0258	77	0	2	3910	19	23	0	5200
0259	84	0	2	22710	24	28	1	16600
0260	71	0	3	9360	7	31	1	3300
0261	82	1375,83	2	21810	9	29	2	12700
0262	86	0	2	9530	9	45	1	9500
0263	84	0	1	12650	17	42	2	10600
0264	78	4168,79	3	16590	17	45	1	8200
0265	80	1476,1	1	10260	17	42	2	8700
0266	77	2999,48	4	3220	9	41	1	2600
0267	74	207,15	2	16780	20	60	1	10800
0268	77	493,28	2	5330	12	36	1	5900
0269	80	0	1	7940	8	57	1	4300
0270	68	2547,02	2	7750	14	31	0	4100
0271	82	0	1	11200	11	35	0	9300
0272	83	0	2	16990	12	23	1	8100
0273	84	2521,27	2	13260	2	44	2	8700
0274	93	0	1	9060	21	33	2	12200
0275	80	0	1	7110	19	26	1	8200
0276	86	1518,64	2	14430	25	36	2	13300
0277	92	0	2	18460	23	34	0	13600
0278	73	3575,7	2	11820	16	42	1	6300
0279	91	0	2	8000	18	40	0	12500
0280	86	0	2	13140	21	46	1	13000
0281	79	451,17	2	14690	12	27	2	7300
0282	88	0	2	7570	11	21	1	8800
0283	70	2642,88	3	13460	9	46	1	6000
0284	76	312,09	1	18620	16	26	1	10200
0285	77	168,88	3	11140	7	34	2	5200
0286	83	0	1	10920	25	38	1	10200
0287	74	2589,19	4	18380	8	60	1	8800
0288	80	0	1	5710	16	35	1	7600
0289	83	568,55	3	3700	9	22	1	4600
0290	76	3378,09	2	16560	16	21	1	8900
0291	65	1221,27	2	7310	7	56	2	2000
0292	78	0	1	6360	12	59	1	6600
0293	85	0	1	10050	20	21	3	11900
0294	82	840,24	2	14950	11	59	3	9500
0295	71	5222,81	3	8470	7	41	4	4100
0296	69	1248,17	2	13260	11	21	2	5500
0297	90	139,98	1	12310	23	28	1	12600
0298	92	0	1	10140	13	35	1	14500
0299	66	3344,33	3	11410	16	42	0	6000
0300	74	0	2	12470	13	47	1	4500
0301	90	0	3	5730	17	61	1	9500
0302	83	0	2	8620	12	31	2	10200
0303	75	1734,53	3	11260	15	46	2	7000
0304	79	0	3	3630	9	41	0	2400
0305	83	0	2	8290	10	35	1	7400
0306	81	60,34	1	20090	20	34	1	13100
0307	67	848,64	1	13290	24	52	1	7300
0308	69	33,65	2	12830	11	42	1	5700
0309	71	0	3	9180	21	24	0	5100
0310	90	0	1	12520	17	29	0	13400
0311	83	0	3	6990	10	19	2	7500
0312	86	0	2	8910	17	28	1	10000
0313	89	0	2	16460	21	27	1	15200
0314	84	51,81	2	10970	17	62	2	11300
0315	76	1370,62	2	5190	21	38	0	6000
0316	78	620,05	2	14830	11	38	2	10900
0317	72	3388,94	2	15670	16	48	0	7300
0318	89	0	3	15790	21	40	2	14100
0319	74	380,51	2	17730	13	34	1	7200
0320	87	0	1	13530	24	50	1	11400
0321	63	1327,87	2	15950	20	20	2	4700
0322	80	0	3	3810	11	36	1	5000
0323	76	642	2	16560	19	26	1	8200
0324	75	323,09	3	10200	21	57	1	4000
0325	66	1944,33	2	8180	3	28	1	2600
0326	79	117,62	1	8300	18	35	1	6700
0327	81	1513,97	2	3120	12	34	1	4200
0328	83	0	1	12950	19	29	0	12100
0329	74	1144,19	3	4800	20	31	0	3900
0330	83	0	2	21840	16	30	2	13500
0331	79	1254,63	2	3760	16	21	1	3900
0332	86	0	2	11930	10	22	1	8700
0333	87	0	2	10910	16	33	2	11200
0334	76	113,51	2	8300	11	47	3	5800
0335	79	0	2	13150	25	31	0	10100
0336	81	375,79	2	9740	12	53	2	8300
0337	73	1644,69	3	7150	12	21	0	3700
0338	84	1033,15	3	7260	13	33	0	10100
0339	90	0	1	8780	21	32	1	11900
0340	73	1207,23	1	9090	17	28	2	7300
0341	72	411,01	3	9480	17	39	2	2800
0342	81	838,77	2	8480	15	62	0	7700
0343	89	0	3	14020	7	29	0	11700
0344	89	0	2	8900	16	30	1	8400
0345	90	0	2	5820	13	39	0	7600
0346	80	0	2	4640	17	22	2	8300
0347	85	0	2	16010	21	47	0	12000
0348	74	2841,95	3	15730	10	41	2	7800
0349	64	4931,36	5	7930	6	40	1	2700
0350	83	1062,27	2	2390	15	41	2	5600
0351	77	0	2	7220	13	28	2	3600
0352	63	3907,42	4	9650	1	50	1	1100
0353	81	0	2	14320	20	33	0	7300
0354	72	1868,93	2	10870	9	45	0	6400
0355	74	0	2	15250	13	25	1	7100
0356	69	4298,96	4	7280	16	23	1	3400
0357	89	332,3	4	15350	16	30	1	13100
0358	87	0	1	17540	27	32	2	13400
0359	80	2132,03	3	7260	13	27	1	3800
0360	87	0	2	1650	13	37	2	6700
0361	93	0	1	21170	14	42	1	17600
0362	88	0	2	9830	17	22	2	13400
0363	98	0	1	7920	16	33	1	15500
0364	83	1762,26	2	7050	23	31	1	7800
0365	82	1992,98	2	9210	21	19	2	6800
0366	78	0	2	5840	12	44	3	3300
0367	88	0	1	14480	17	34	1	11800
0368	76	2480,66	3	5710	9	41	0	4800
0369	83	0	1	7060	18	25	3	6600
0370	84	946,45	2	6830	20	28	0	8000
0371	96	0	2	13390	22	28	2	18300
0372	76	1136,76	3	14460	10	36	0	8600
0373	71	3560,62	4	11020	10	32	1	3500
0374	79	0	2	9190	20	44	1	6000
0375	76	1531,76	3	15090	22	27	0	9700
0376	75	1376,34	3	9530	11	28	2	6600
0377	81	0	2	3870	21	22	2	5600
0378	78	0	2	7580	12	27	0	4700
0379	78	0	3	6030	11	26	1	4100
0380	80	0	2	12920	14	48	2	9500
0381	83	304,88	2	5370	14	19	1	6900
0382	62	3020,13	2	1690	17	40	1	1000
0383	54	2192,39	3	1020	15	42	2	1000
0384	78	2757,78	3	9350	18	21	1	9000
0385	88	0	1	14520	24	23	0	12600
0386	87	0	2	13750	15	26	1	11000
0387	88	0	1	14590	17	36	1	12000
0388	84	0	2	17630	15	26	0	13200
0389	82	1227,23	2	12620	18	19	0	9600
0390	75	3266,33	3	6460	4	41	1	4800
0391	79	2949,05	2	21900	17	31	4	11800
0392	85	0	2	12950	25	18	1	12800
0393	52	6547,06	6	2650	9	38	1	1000
0394	71	3718,5	3	10700	20	28	1	6600
0395	92	404,23	1	13310	12	31	2	14000
0396	87	0	2	7340	14	25	2	8000
0397	83	0	1	12210	20	39	2	8800
0398	86	0	2	14270	12	23	0	10300
0399	86	0	1	13430	14	28	1	6300
0400	86	66,31	2	11860	8	41	1	8400
0401	73	268,72	2	7330	6	45	1	4800
0402	69	2157,32	3	9870	15	23	0	2000
0403	80	1961,93	2	13420	16	33	1	11300
0404	79	0	2	9580	4	62	1	5500
0405	76	1003,57	2	3510	13	25	1	3400
0406	84	0	2	11630	4	38	1	10200
0407	90	0	4	8060	13	62	0	9000
0408	88	0	1	11660	17	31	0	13700
0409	76	797,95	3	960	20	31	1	2500
0410	74	3893,38	2	13640	14	36	2	10000
0411	81	0	2	8260	13	22	2	6800
0412	68	2609,04	3	10870	12	24	0	2600
0413	80	0	2	5260	19	41	1	4700
0414	73	1544,61	2	6240	18	25	1	4100
0415	66	3348,6	4	3450	15	32	1	1000
0416	80	1309,86	2	6160	23	40	0	6000
0417	75	2348,07	2	12070	10	24	2	7900
0418	88	832,94	2	10750	25	31	0	14100
0419	80	1337,45	3	7260	16	29	1	5800
0420	86	0	2	8530	16	62	2	11300
0421	79	0	2	6370	16	26	2	6800
0422	75	1063,45	2	4990	8	47	1	2300
0423	86	0	2	5500	18	44	0	8200
0424	76	347,22	2	7290	19	30	1	8400
0425	81	0	2	12430	7	58	1	9900
0426	86	0	2	13580	19	38	1	10800
0427	81	1886,99	1	6580	15	19	2	9700
0428	90	0	1	7970	27	27	1	13400
0429	80	169,38	2	9840	18	20	1	8300
0430	79	3263,2	2	5070	7	29	1	3800
0431	84	0	2	11460	16	30	1	11600
0432	67	4695,17	4	17620	12	22	2	6200
0433	64	4609,37	3	9270	10	35	0	1400
0434	80	753,73	2	4960	14	20	1	3400
0435	76	3756,26	2	10330	15	34	1	6000
0436	69	452,09	2	6200	19	22	2	4000
0437	92	0	1	7330	17	33	3	13300
0438	88	0	2	21580	23	32	1	15000
0439	84	0	2	14330	15	59	1	10300
0440	73	1306,97	3	6040	11	27	2	4000
0441	81	0	2	8920	12	20	3	6800
0442	82	559,71	2	16080	14	23	1	12900
0443	74	1252,27	1	11570	17	34	1	7000
0444	79	1757,42	2	15960	16	22	1	10400
0445	72	945,18	3	8480	11	35	2	5900
0446	72	2296,03	3	7580	11	26	1	4500
0447	87	0	1	8610	26	38	3	12100
0448	81	0	2	12010	19	38	2	8100
0449	76	231,15	1	5610	18	44	0	4200
0450	85	0	2	1860	21	66	1	6000
0451	88	0	1	25140	20	32	2	16700
0452	77	861,42	2	17360	18	36	0	11500
0453	90	0	2	20470	9	40	0	14200
0454	82	0	1	17040	22	44	1	12800
0455	75	457,85	3	8510	20	41	1	6700
0456	88	0	1	3960	19	62	3	9800
0457	80	105,17	2	4920	10	31	1	4800
0458	68	747,47	3	3460	11	40	1	2900
0459	75	1267,57	3	6550	4	43	0	5200
0460	77	296,62	2	11690	17	27	1	6600
0461	83	0	1	33200	13	31	1	15300
0462	80	1170,24	3	15870	18	55	1	10400
0463	70	1627,57	2	8220	9	20	0	7100
0464	74	373,18	1	18060	11	49	3	9700
0465	87	0	2	12370	12	20	2	10300
0466	76	1617,89	3	6710	6	41	2	4700
0467	68	3811,79	2	9460	16	25	3	5400
0468	68	4590,87	3	6300	11	29	1	1000
0469	73	562,5	3	6170	9	29	1	2000
0470	75	2049,29	3	8760	16	24	2	5200
0471	81	146,85	3	16280	10	62	2	5800
0472	91	0	1	10150	19	40	1	13100
0473	83	0	1	15460	22	20	1	10700
0474	85	480,4	2	14260	7	28	0	12900
0475	71	1938,15	2	12350	15	28	0	6700
0476	77	0	2	13480	9	40	0	6800
0477	86	1034,49	2	16430	8	25	1	12600
0478	80	108,21	4	13960	8	35	3	8800
0479	88	0	1	9050	14	31	1	11900
0480	91	0	1	4970	17	27	2	9400
0481	70	2046,84	3	9960	11	36	0	5600
0482	74	0	2	5780	16	60	0	2900
0483	88	0	1	13080	10	30	1	12400
0484	72	2181,2	4	7890	3	27	2	4400
0485	86	0	1	8520	13	34	2	6300
0486	79	0	2	13740	13	20	3	9300
0487	100	0	2	38580	17	34	2	24200
0488	61	6044,71	2	260	6	21	1	1000
0489	78	633,35	3	5060	14	28	0	4600
0490	78	0	2	18190	19	35	2	8800
0491	84	0	1	14980	31	33	0	12800
0492	80	0	1	10160	18	22	1	9100
0493	76	3977,22	3	3890	15	50	1	3900
0494	88	0	1	15140	28	40	2	15400
0495	67	1970,47	3	1610	11	34	3	1900
0496	67	2188,11	3	10550	16	35	0	4800
0497	79	1610,25	2	20190	10	37	2	10000
0498	95	0	1	10440	20	49	2	14300
0499	87	880,56	2	14460	15	32	0	12300
0500	82	0	2	11380	23	33	4	10900
0501	91	0	1	15900	19	32	1	16700
0502	88	0	2	9280	18	25	1	12700
0503	72	2905,89	3	8080	12	29	1	4100
0504	87	0	2	14460	18	27	0	9300
0505	75	645,38	3	15470	22	25	1	9600
0506	90	0	1	28710	17	37	1	15600
0507	79	0	2	8270	10	31	2	7900
0508	71	1193,57	3	2050	15	21	3	1000
0509	80	0	2	19600	10	29	1	9300
0510	84	0	1	6940	13	61	2	7700
0511	77	0	2	17850	11	23	0	6300
0512	74	1304,1	2	5020	12	34	0	4200
0513	74	2365,07	3	10570	16	38	1	6600
0514	82	511,26	3	13120	16	37	2	8800
0515	84	0	2	25270	12	34	1	14200
0516	84	663,28	2	7240	5	36	1	7800
0517	67	3027,3	2	19680	10	49	1	6700
0518	74	3569,93	5	30	6	23	2	1000
0519	83	0	2	7610	15	34	1	8500
0520	85	0	2	10690	17	49	2	9900
0521	84	0	1	22850	13	60	1	12400
0522	89	1562,63	1	15700	22	31	3	17600
0523	71	0	2	14830	15	31	0	6800
0524	85	0	1	15480	13	26	1	11200
0525	72	184,51	2	16140	19	61	2	7500
0526	80	0	2	6840	5	34	0	4600
0527	71	2649,94	3	10530	13	30	1	7900
0528	79	486,84	2	12790	8	61	2	6800
0529	82	0	2	15020	15	20	2	6800
0530	85	0	2	6810	13	32	1	6400
0531	78	0	1	8090	18	40	1	8000
0532	73	10,95	1	22680	10	25	1	9000
0533	82	0	2	12160	22	35	1	11400
0534	74	0	2	6990	17	19	1	6800
0535	92	0	2	15400	21	26	0	14000
0536	85	3452,44	2	14610	16	33	2	13500
0537	67	1330,13	2	6190	19	31	1	1000
0538	79	0	2	4770	13	58	0	4600
0539	76	0	2	18850	18	31	2	8400
0540	74	639,91	2	9270	20	49	1	4800
0541	81	0	1	9260	14	22	1	8500
0542	87	0	3	6900	19	47	2	8700
0543	88	0	2	15230	23	36	2	10700
0544	71	760,26	1	12140	10	51	2	3900
0545	79	0	2	10640	10	30	1	9700
0546	80	1216,69	2	9640	6	43	0	5500
0547	72	1488,57	3	9790	8	43	1	5000
0548	70	262,29	3	3620	10	32	1	1000
0549	79	0	1	8670	16	48	1	7100
0550	86	333,68	3	18710	19	25	1	12000
0551	79	4,94	2	19120	17	61	1	11500
0552	67	775,21	3	4070	14	40	2	3000
0553	75	0	2	4310	10	48	2	1500
0554	78	0	2	0	13	28	1	1000
0555	72	4605,9	2	8470	23	45	1	6500
0556	77	842,19	1	16300	6	31	0	9400
0557	85	0	2	14290	10	38	1	11900
0558	78	1591,78	3	7150	15	35	2	4900
0559	52	4550,44	3	3420	6	37	1	1000
0560	84	0	2	22050	17	33	2	11100
0561	85	0	2	12330	14	29	0	12600
0562	78	1479,95	3	11360	12	36	0	5500
0563	80	954,98	3	6840	4	58	1	5800
0564	80	1882,57	3	7980	16	41	1	10600
0565	79	0	2	13210	15	49	3	8000
0566	88	203,05	2	11500	20	21	2	10500
0567	93	0	2	15760	18	34	1	12800
0568	72	984,05	3	12260	11	59	2	5500
0569	85	0	2	5770	15	20	1	8500
0570	90	0	2	6780	24	21	1	8400
0571	75	1645,17	3	10670	8	23	1	5700
0572	76	0	2	12710	8	30	1	5600
0573	61	1090,15	2	1180	16	38	0	1000
0574	76	2,71	2	12950	19	25	0	10100
0575	75	161,11	2	7280	12	37	1	4400
0576	75	2630,12	3	9970	16	26	2	4300
0577	74	1059,78	3	8950	13	23	2	6000
0578	81	0	2	13280	25	28	2	8900
0579	71	759,39	4	0	13	25	1	1000
0580	77	752,72	1	4560	15	21	2	5400
0581	75	711,4	4	10900	8	22	1	6100
0582	72	3105,85	2	6490	13	21	1	4800
0583	81	0	3	22590	12	62	1	13000
0584	79	0	1	13090	16	29	1	7700
0585	77	0	1	3350	14	44	0	6100
0586	83	0	2	17340	11	21	3	10900
0587	73	0	2	9410	12	28	3	2200
0588	65	4893,56	4	13140	3	46	2	2300
0589	86	0	2	22400	19	27	1	14700
0590	77	1050,81	3	12980	20	39	2	8700
0591	71	654,95	2	11520	18	38	0	5400
0592	86	0	3	6970	11	56	0	9200
0593	79	0	1	13790	20	24	0	10100
0594	83	0	1	10620	15	23	0	8200
0595	87	0	2	12700	16	35	2	8400
0596	84	0	2	3190	21	43	0	7200
0597	75	0	2	13280	8	39	2	5300
0598	80	564,48	3	14750	13	34	2	6400
0599	81	0	1	12000	29	57	0	9600
0600	65	2023,01	1	5460	19	36	1	3700
0601	75	4114,1	2	6540	17	20	0	5300
0602	78	419,81	1	16920	13	19	3	9900
0603	82	601,3	1	14960	12	23	1	11500
0604	63	6353,98	2	8630	11	23	1	2800
0605	83	0	1	7070	21	42	1	8300
0606	81	0	2	10730	13	24	2	7900
0607	84	0	2	6220	12	50	1	7700
0608	88	0	2	13180	22	39	2	13300
0609	84	0	2	24780	23	26	3	13700
0610	73	5450,52	2	7910	12	21	1	5000
0611	88	0	3	18590	11	32	0	12700
0612	75	471,68	2	7520	12	28	2	4600
0613	77	589,36	2	12920	18	60	1	9400
0614	82	0	2	9780	20	18	0	8900
0615	85	1065,46	1	7390	14	40	3	8700
0616	73	1216,67	3	7140	7	26	1	2400
0617	74	1331,31	1	8660	11	55	2	5700
