ID_TRANSACAO	GRUPO_ITENS
85	racao_umida
85	guias
86	racao_seca
86	racao_umida
86	petiscos
86	casinhas
87	petiscos
87	shampoos
88	shampoos
88	condicionadores
89	vitaminas_suplementos
89	bebedouros
90	camas
90	vitaminas_suplementos
91	racao_seca
91	camas
91	cobertores
92	racao_seca
92	shampoos
92	condicionadores
93	racao_umida
93	tapetes_higienicos
94	tapetes_higienicos
94	perfumes
95	camas
95	cobertores
95	bebedouros
96	petiscos
96	shampoos
97	caixas_transporte
97	antipulgas_carrapatos
98	cobertores
98	tapetes_higienicos
98	desinfetantes_ambientes
99	petiscos
99	brinquedos
99	comedouros
100	vitaminas_suplementos
100	comedouros
101	racao_seca
101	casinhas
101	shampoos
101	condicionadores
102	camas
102	tapetes_higienicos
103	shampoos
103	higiene_bucal
104	camas
104	perfumes
105	racao_umida
105	petiscos
105	cortadores_unha
106	caixas_transporte
106	fraldas
107	racao_seca
107	tapetes_higienicos
108	casinhas
108	caixas_transporte
109	shampoos
109	comedouros
110	racao_umida
110	roupas
110	bebedouros
111	racao_seca
111	tapetes_higienicos
112	guias
112	cobertores
112	vitaminas_suplementos
113	racao_seca
113	comedouros
114	condicionadores
114	higiene_bucal
114	comedouros
114	bebedouros
115	racao_seca
115	coleiras
115	higiene_bucal
116	cobertores
116	shampoos
117	racao_seca
117	brinquedos
118	cobertores
118	caixas_transporte
118	desinfetantes_ambientes
119	racao_seca
119	petiscos
119	casinhas
119	shampoos
120	racao_umida
120	petiscos
121	racao_umida
121	petiscos
121	desinfetantes_ambientes
122	racao_seca
122	comedouros
123	racao_seca
123	guias
124	antipulgas_carrapatos
124	desinfetantes_ambientes
125	petiscos
125	tapetes_higienicos
125	shampoos
125	antipulgas_carrapatos
126	cobertores
126	vitaminas_suplementos
127	petiscos
127	vitaminas_suplementos
128	racao_seca
128	guias
129	casinhas
129	tapetes_higienicos
129	desinfetantes_ambientes
130	guias
130	higiene_bucal
131	caixas_transporte
131	antipulgas_carrapatos
132	petiscos
132	antipulgas_carrapatos
133	guias
133	higiene_bucal
133	desinfetantes_ambientes
134	racao_seca
134	petiscos
135	racao_seca
135	brinquedos
136	cobertores
136	tapetes_higienicos
136	shampoos
136	desinfetantes_ambientes
137	guias
137	peitorais
137	comedouros
138	camas
138	escovas_pentes
139	condicionadores
139	comedouros
140	petiscos
140	condicionadores
141	racao_umida
141	cortadores_unha
142	racao_umida
142	petiscos
142	higiene_bucal
143	peitorais
143	casinhas
144	racao_umida
144	petiscos
145	racao_seca
145	camas
145	cobertores
146	racao_seca
146	roupas
146	comedouros
146	bebedouros
147	caixas_transporte
147	comedouros
148	petiscos
148	coleiras
148	comedouros
149	peitorais
149	tapetes_higienicos
149	desinfetantes_ambientes
149	escovas_pentes
150	guias
150	casinhas
151	casinhas
151	comedouros
152	racao_seca
152	racao_umida
153	petiscos
153	brinquedos
153	guias
154	racao_umida
154	coleiras
154	desinfetantes_ambientes
155	racao_seca
155	petiscos
155	condicionadores
155	vitaminas_suplementos
156	racao_seca
156	racao_umida
156	petiscos
157	racao_seca
157	racao_umida
157	petiscos
157	tapetes_higienicos
158	coleiras
158	cobertores
158	higiene_bucal
158	cortadores_unha
159	racao_seca
159	brinquedos
159	guias
159	shampoos
160	cobertores
160	shampoos
160	comedouros
160	bebedouros
161	petiscos
161	roupas
162	guias
162	casinhas
162	shampoos
162	condicionadores
163	racao_seca
163	camas
164	brinquedos
164	camas
165	racao_seca
165	shampoos
165	comedouros
166	brinquedos
166	guias
166	casinhas
166	caixas_transporte
167	racao_seca
167	petiscos
168	brinquedos
168	guias
168	shampoos
169	racao_umida
169	casinhas
170	camas
170	cobertores
171	racao_seca
171	casinhas
172	comedouros
172	bebedouros
173	racao_umida
173	peitorais
173	vitaminas_suplementos
173	comedouros
174	racao_umida
174	vitaminas_suplementos
175	petiscos
175	escovas_pentes
176	racao_seca
176	petiscos
176	brinquedos
176	caixas_transporte
177	brinquedos
177	condicionadores
178	coleiras
178	perfumes
179	racao_seca
179	condicionadores
180	racao_seca
180	brinquedos
180	guias
181	petiscos
181	bebedouros
182	racao_seca
182	racao_umida
183	shampoos
183	condicionadores
183	escovas_pentes
184	petiscos
184	shampoos
185	higiene_bucal
185	bebedouros
186	camas
186	cobertores
186	escovas_pentes
187	racao_seca
187	brinquedos
188	brinquedos
188	casinhas
189	racao_seca
189	comedouros
190	racao_seca
190	shampoos
191	racao_umida
191	desinfetantes_ambientes
191	fraldas
192	guias
192	higiene_bucal
193	racao_seca
193	higiene_bucal
194	racao_seca
194	camas
194	caixas_transporte
195	racao_seca
195	roupas
196	racao_seca
196	escovas_pentes
196	cortadores_unha
197	racao_umida
197	roupas
198	petiscos
198	shampoos
199	petiscos
199	higiene_bucal
200	brinquedos
200	shampoos
201	petiscos
201	condicionadores
202	racao_seca
202	shampoos
203	camas
203	tapetes_higienicos
204	racao_seca
204	bebedouros
205	racao_seca
205	camas
205	shampoos
205	perfumes
206	peitorais
206	shampoos
206	higiene_bucal
206	cortadores_unha
207	petiscos
207	fraldas
208	brinquedos
208	higiene_bucal
209	casinhas
209	tapetes_higienicos
210	brinquedos
210	condicionadores
210	higiene_bucal
211	shampoos
211	condicionadores
212	cobertores
212	escovas_pentes
213	shampoos
213	higiene_bucal
214	vitaminas_suplementos
214	antipulgas_carrapatos
215	coleiras
215	camas
216	racao_seca
216	petiscos
217	racao_seca
217	higiene_bucal
218	petiscos
218	tapetes_higienicos
218	desinfetantes_ambientes
219	racao_umida
219	petiscos
220	racao_umida
220	petiscos
220	brinquedos
220	bebedouros
221	casinhas
221	shampoos
222	cobertores
222	bebedouros
223	coleiras
223	desinfetantes_ambientes
224	racao_umida
224	petiscos
224	vitaminas_suplementos
225	racao_seca
225	bebedouros
226	antipulgas_carrapatos
226	desinfetantes_ambientes
227	guias
227	antipulgas_carrapatos
228	cobertores
228	antipulgas_carrapatos
229	roupas
229	shampoos
229	higiene_bucal
230	racao_umida
230	tapetes_higienicos
231	racao_umida
231	petiscos
231	brinquedos
232	vitaminas_suplementos
232	bebedouros
233	racao_seca
233	camas
234	racao_umida
234	casinhas
234	shampoos
234	higiene_bucal
235	racao_umida
235	brinquedos
235	guias
236	brinquedos
236	higiene_bucal
237	petiscos
237	comedouros
238	racao_seca
238	camas
239	higiene_bucal
239	fraldas
240	racao_umida
240	bebedouros
241	petiscos
241	roupas
241	condicionadores
241	desinfetantes_ambientes
242	racao_seca
242	racao_umida
243	shampoos
243	higiene_bucal
243	comedouros
244	brinquedos
244	vitaminas_suplementos
245	tapetes_higienicos
245	vitaminas_suplementos
245	desinfetantes_ambientes
246	racao_seca
246	caixas_transporte
247	brinquedos
247	roupas
248	peitorais
248	shampoos
249	roupas
249	tapetes_higienicos
250	racao_seca
250	camas
251	tapetes_higienicos
251	bebedouros
252	higiene_bucal
252	desinfetantes_ambientes
253	condicionadores
253	comedouros
254	racao_seca
254	racao_umida
254	petiscos
255	racao_seca
255	petiscos
256	racao_seca
256	tapetes_higienicos
256	antipulgas_carrapatos
257	petiscos
257	guias
258	coleiras
258	comedouros
258	perfumes
259	peitorais
259	tapetes_higienicos
259	caixas_transporte
259	shampoos
260	vitaminas_suplementos
260	cortadores_unha
261	racao_seca
261	condicionadores
262	racao_umida
262	higiene_bucal
263	cobertores
263	tapetes_higienicos
263	cortadores_unha
264	shampoos
264	cortadores_unha
265	camas
265	antipulgas_carrapatos
266	camas
266	shampoos
266	condicionadores
267	racao_umida
267	petiscos
268	racao_seca
268	cobertores
269	racao_seca
269	higiene_bucal
269	bebedouros
270	petiscos
270	caixas_transporte
270	fraldas
271	racao_seca
271	vitaminas_suplementos
272	caixas_transporte
272	shampoos
273	petiscos
273	condicionadores
274	peitorais
274	bebedouros
275	shampoos
275	condicionadores
275	higiene_bucal
276	racao_seca
276	antipulgas_carrapatos
276	fraldas
277	racao_seca
277	coleiras
277	vitaminas_suplementos
277	comedouros
278	coleiras
278	casinhas
279	racao_umida
279	petiscos
280	racao_umida
280	petiscos
281	racao_umida
281	comedouros
281	desinfetantes_ambientes
282	racao_seca
282	shampoos
282	condicionadores
283	tapetes_higienicos
283	comedouros
284	comedouros
284	bebedouros
285	vitaminas_suplementos
285	bebedouros
286	petiscos
286	camas
287	racao_seca
287	petiscos
288	racao_seca
288	camas
289	racao_umida
289	petiscos
289	caixas_transporte
290	racao_seca
290	racao_umida
290	petiscos
290	higiene_bucal
291	bebedouros
291	fraldas
292	coleiras
292	peitorais
292	tapetes_higienicos
293	racao_umida
293	petiscos
293	guias
294	tapetes_higienicos
294	higiene_bucal
295	tapetes_higienicos
295	desinfetantes_ambientes
296	racao_seca
296	racao_umida
296	petiscos
296	peitorais
297	guias
297	antipulgas_carrapatos
298	racao_seca
298	caixas_transporte
299	racao_umida
299	coleiras
299	perfumes
300	racao_seca
300	perfumes
301	casinhas
301	condicionadores
302	racao_umida
302	peitorais
303	racao_umida
303	brinquedos
303	bebedouros
304	antipulgas_carrapatos
304	cortadores_unha
305	racao_seca
305	petiscos
305	shampoos
306	tapetes_higienicos
306	comedouros
306	desinfetantes_ambientes
307	roupas
307	escovas_pentes
308	coleiras
308	camas
308	fraldas
309	coleiras
309	peitorais
309	tapetes_higienicos
309	antipulgas_carrapatos
310	petiscos
310	bebedouros
311	condicionadores
311	cortadores_unha
312	tapetes_higienicos
312	desinfetantes_ambientes
313	petiscos
313	antipulgas_carrapatos
314	guias
314	camas
314	cobertores
315	roupas
315	vitaminas_suplementos
316	tapetes_higienicos
316	perfumes
317	vitaminas_suplementos
317	antipulgas_carrapatos
318	racao_umida
318	brinquedos
319	petiscos
319	bebedouros
320	cobertores
320	comedouros
321	racao_seca
321	escovas_pentes
322	racao_seca
322	antipulgas_carrapatos
323	antipulgas_carrapatos
323	escovas_pentes
324	racao_seca
324	shampoos
324	escovas_pentes
325	racao_umida
325	petiscos
325	tapetes_higienicos
325	shampoos
326	petiscos
326	cobertores
326	tapetes_higienicos
327	shampoos
327	vitaminas_suplementos
328	guias
328	shampoos
328	higiene_bucal
329	racao_seca
329	racao_umida
329	petiscos
330	camas
330	cobertores
331	petiscos
331	cobertores
332	peitorais
332	condicionadores
332	comedouros
332	bebedouros
333	cobertores
333	shampoos
333	higiene_bucal
334	petiscos
334	coleiras
334	desinfetantes_ambientes
335	racao_umida
335	petiscos
336	higiene_bucal
336	antipulgas_carrapatos
337	racao_seca
337	racao_umida
337	petiscos
337	vitaminas_suplementos
338	roupas
338	comedouros
339	racao_seca
339	comedouros
339	bebedouros
340	brinquedos
340	shampoos
341	coleiras
341	comedouros
342	racao_umida
342	petiscos
343	racao_seca
343	coleiras
344	peitorais
344	fraldas
345	racao_umida
345	comedouros
346	camas
346	fraldas
347	racao_umida
347	condicionadores
347	comedouros
347	bebedouros
348	racao_umida
348	brinquedos
348	cobertores
349	racao_seca
349	brinquedos
350	racao_umida
350	bebedouros
351	racao_umida
351	petiscos
351	escovas_pentes
352	racao_umida
352	camas
353	brinquedos
353	caixas_transporte
353	cortadores_unha
354	coleiras
354	cortadores_unha
355	cobertores
355	desinfetantes_ambientes
356	racao_umida
356	vitaminas_suplementos
356	comedouros
357	higiene_bucal
357	vitaminas_suplementos
358	shampoos
358	condicionadores
358	bebedouros
358	fraldas
359	racao_umida
359	higiene_bucal
360	racao_umida
360	petiscos
360	brinquedos
361	peitorais
361	camas
361	cobertores
361	cortadores_unha
362	racao_umida
362	petiscos
362	camas
362	escovas_pentes
363	racao_seca
363	camas
363	tapetes_higienicos
364	shampoos
364	higiene_bucal
365	racao_seca
365	antipulgas_carrapatos
366	racao_umida
366	camas
367	shampoos
367	higiene_bucal
368	peitorais
368	tapetes_higienicos
368	comedouros
369	tapetes_higienicos
369	shampoos
369	condicionadores
369	comedouros
370	petiscos
370	caixas_transporte
371	racao_umida
371	vitaminas_suplementos
372	vitaminas_suplementos
372	cortadores_unha
373	racao_umida
373	comedouros
373	antipulgas_carrapatos
374	racao_seca
374	petiscos
374	higiene_bucal
374	antipulgas_carrapatos
375	tapetes_higienicos
375	desinfetantes_ambientes
376	tapetes_higienicos
376	caixas_transporte
377	racao_seca
377	coleiras
378	camas
378	cobertores
379	petiscos
379	brinquedos
380	brinquedos
380	coleiras
380	peitorais
380	shampoos
381	racao_seca
381	shampoos
381	condicionadores
381	vitaminas_suplementos
382	racao_umida
382	petiscos
383	racao_seca
383	petiscos
384	petiscos
384	vitaminas_suplementos
385	condicionadores
385	higiene_bucal
386	petiscos
386	comedouros
387	coleiras
387	peitorais
388	guias
388	tapetes_higienicos
389	racao_umida
389	comedouros
390	racao_seca
390	comedouros
390	bebedouros
391	petiscos
391	tapetes_higienicos
391	condicionadores
391	higiene_bucal
392	shampoos
392	condicionadores
393	shampoos
393	antipulgas_carrapatos
394	racao_seca
394	brinquedos
394	guias
395	condicionadores
395	comedouros
396	racao_seca
396	peitorais
397	racao_umida
397	cobertores
398	brinquedos
398	condicionadores
399	brinquedos
399	comedouros
400	racao_seca
400	antipulgas_carrapatos
401	petiscos
401	casinhas
402	racao_seca
402	peitorais
402	desinfetantes_ambientes
403	racao_seca
403	tapetes_higienicos
404	brinquedos
404	comedouros
405	racao_seca
405	roupas
406	brinquedos
406	shampoos
406	desinfetantes_ambientes
407	casinhas
407	antipulgas_carrapatos
408	petiscos
408	camas
408	cobertores
408	desinfetantes_ambientes
409	racao_seca
409	petiscos
410	racao_seca
410	coleiras
411	petiscos
411	tapetes_higienicos
412	petiscos
412	shampoos
412	higiene_bucal
413	racao_seca
413	brinquedos
414	racao_umida
414	condicionadores
415	camas
415	comedouros
416	racao_umida
416	tapetes_higienicos
416	shampoos
417	racao_umida
417	brinquedos
417	tapetes_higienicos
417	perfumes
418	higiene_bucal
418	comedouros
419	guias
419	cobertores
419	casinhas
420	petiscos
420	desinfetantes_ambientes
421	racao_umida
421	petiscos
421	tapetes_higienicos
421	comedouros
422	racao_umida
422	petiscos
422	antipulgas_carrapatos
423	petiscos
423	desinfetantes_ambientes
424	racao_umida
424	petiscos
424	caixas_transporte
425	racao_seca
425	escovas_pentes
426	racao_umida
426	petiscos
426	coleiras
426	camas
427	camas
427	bebedouros
428	racao_umida
428	camas
429	racao_seca
429	racao_umida
430	racao_seca
430	shampoos
430	higiene_bucal
431	racao_seca
431	desinfetantes_ambientes
432	racao_umida
432	cobertores
433	racao_seca
433	escovas_pentes
434	racao_seca
434	brinquedos
435	higiene_bucal
435	bebedouros
436	racao_umida
436	bebedouros
437	peitorais
437	condicionadores
438	racao_seca
438	tapetes_higienicos
439	petiscos
439	camas
439	cobertores
439	perfumes
440	racao_umida
440	petiscos
441	racao_seca
441	brinquedos
442	antipulgas_carrapatos
442	fraldas
443	brinquedos
443	tapetes_higienicos
443	vitaminas_suplementos
443	antipulgas_carrapatos
444	camas
444	cobertores
445	petiscos
445	shampoos
445	higiene_bucal
445	comedouros
446	brinquedos
446	guias
447	peitorais
447	comedouros
448	guias
448	tapetes_higienicos
449	camas
449	cobertores
449	tapetes_higienicos
450	brinquedos
450	higiene_bucal
451	peitorais
451	camas
451	cobertores
452	racao_umida
452	tapetes_higienicos
453	guias
453	peitorais
454	racao_seca
454	shampoos
455	racao_seca
455	petiscos
455	tapetes_higienicos
456	antipulgas_carrapatos
456	fraldas
457	racao_umida
457	petiscos
457	desinfetantes_ambientes
458	casinhas
458	fraldas
459	petiscos
459	tapetes_higienicos
459	comedouros
459	bebedouros
460	cobertores
460	casinhas
461	racao_seca
461	racao_umida
462	petiscos
462	cobertores
463	cobertores
463	antipulgas_carrapatos
463	escovas_pentes
464	peitorais
464	bebedouros
465	camas
465	cobertores
466	caixas_transporte
466	antipulgas_carrapatos
467	racao_umida
467	peitorais
467	antipulgas_carrapatos
468	petiscos
468	tapetes_higienicos
468	fraldas
469	comedouros
469	bebedouros
470	coleiras
470	peitorais
470	camas
471	tapetes_higienicos
471	desinfetantes_ambientes
472	racao_umida
472	comedouros
473	racao_seca
473	petiscos
473	higiene_bucal
474	petiscos
474	fraldas
475	racao_umida
475	petiscos
476	petiscos
476	brinquedos
476	guias
476	antipulgas_carrapatos
477	racao_seca
477	higiene_bucal
478	peitorais
478	escovas_pentes
479	racao_umida
479	petiscos
479	casinhas
479	shampoos
480	comedouros
480	bebedouros
481	peitorais
481	escovas_pentes
482	camas
482	cobertores
483	camas
483	tapetes_higienicos
483	higiene_bucal
483	vitaminas_suplementos
484	racao_umida
484	camas
484	cobertores
485	petiscos
485	cobertores
486	camas
486	caixas_transporte
486	fraldas
487	racao_seca
487	fraldas
488	racao_umida
488	antipulgas_carrapatos
489	racao_seca
489	coleiras
490	casinhas
490	comedouros
491	peitorais
491	perfumes
492	brinquedos
492	guias
493	coleiras
493	comedouros
493	bebedouros
494	antipulgas_carrapatos
494	desinfetantes_ambientes
495	petiscos
495	shampoos
495	higiene_bucal
496	racao_umida
496	tapetes_higienicos
497	coleiras
497	tapetes_higienicos
498	shampoos
498	condicionadores
498	antipulgas_carrapatos
499	caixas_transporte
499	condicionadores
500	tapetes_higienicos
500	condicionadores
501	racao_umida
501	comedouros
501	bebedouros
501	cortadores_unha
502	petiscos
502	brinquedos
503	racao_seca
503	racao_umida
503	petiscos
504	racao_umida
504	petiscos
505	racao_umida
505	petiscos
506	tapetes_higienicos
506	condicionadores
507	racao_umida
507	antipulgas_carrapatos
508	racao_umida
508	petiscos
509	brinquedos
509	guias
509	roupas
510	racao_seca
510	bebedouros
511	racao_seca
511	casinhas
512	shampoos
512	condicionadores
513	roupas
513	comedouros
514	racao_seca
514	guias
514	shampoos
514	condicionadores
515	camas
515	casinhas
516	racao_umida
516	petiscos
516	antipulgas_carrapatos
517	racao_seca
517	antipulgas_carrapatos
518	petiscos
518	bebedouros
519	roupas
519	condicionadores
520	petiscos
520	desinfetantes_ambientes
521	camas
521	cobertores
522	racao_umida
522	guias
523	guias
523	desinfetantes_ambientes
524	racao_umida
524	petiscos
524	coleiras
525	racao_umida
525	camas
526	petiscos
526	caixas_transporte
527	coleiras
527	guias
527	higiene_bucal
528	petiscos
528	tapetes_higienicos
529	brinquedos
529	cobertores
530	petiscos
530	cobertores
531	cobertores
531	caixas_transporte
531	comedouros
531	bebedouros
532	racao_umida
532	antipulgas_carrapatos
533	shampoos
533	higiene_bucal
534	tapetes_higienicos
534	shampoos
535	racao_umida
535	comedouros
535	bebedouros
535	antipulgas_carrapatos
536	shampoos
536	condicionadores
537	racao_seca
537	antipulgas_carrapatos
538	cobertores
538	shampoos
539	racao_umida
539	petiscos
540	petiscos
540	peitorais
540	tapetes_higienicos
541	brinquedos
541	guias
542	brinquedos
542	antipulgas_carrapatos
543	petiscos
543	antipulgas_carrapatos
544	racao_seca
544	tapetes_higienicos
544	shampoos
544	higiene_bucal
545	coleiras
545	casinhas
546	camas
546	tapetes_higienicos
546	higiene_bucal
547	brinquedos
547	coleiras
547	guias
548	vitaminas_suplementos
548	antipulgas_carrapatos
549	racao_seca
549	petiscos
550	racao_umida
550	peitorais
551	racao_seca
551	tapetes_higienicos
552	racao_umida
552	petiscos
552	roupas
553	brinquedos
553	comedouros
554	racao_seca
554	vitaminas_suplementos
555	racao_seca
555	casinhas
555	desinfetantes_ambientes
556	racao_umida
556	brinquedos
556	guias
557	racao_seca
557	camas
558	camas
558	cobertores
558	tapetes_higienicos
558	caixas_transporte
559	racao_umida
559	petiscos
559	peitorais
560	racao_seca
560	antipulgas_carrapatos
561	higiene_bucal
561	perfumes
562	cobertores
562	roupas
563	racao_seca
563	tapetes_higienicos
564	brinquedos
564	guias
564	tapetes_higienicos
565	brinquedos
565	guias
566	shampoos
566	condicionadores
566	comedouros
567	roupas
567	condicionadores
568	caixas_transporte
568	cortadores_unha
569	petiscos
569	brinquedos
570	racao_seca
570	racao_umida
570	petiscos
571	racao_seca
571	coleiras
571	vitaminas_suplementos
572	racao_umida
572	peitorais
573	brinquedos
573	camas
573	antipulgas_carrapatos
574	guias
574	caixas_transporte
574	higiene_bucal
575	racao_seca
575	condicionadores
576	racao_seca
576	brinquedos
576	guias
577	racao_seca
577	bebedouros
578	condicionadores
578	bebedouros
579	racao_umida
579	escovas_pentes
580	petiscos
580	guias
581	petiscos
581	cobertores
582	camas
582	shampoos
583	coleiras
583	condicionadores
584	cobertores
584	shampoos
585	racao_seca
585	tapetes_higienicos
586	shampoos
586	higiene_bucal
587	racao_seca
587	roupas
588	racao_umida
588	petiscos
588	shampoos
589	brinquedos
589	cobertores
589	comedouros
590	guias
590	higiene_bucal
590	bebedouros
590	cortadores_unha
591	racao_seca
591	tapetes_higienicos
591	shampoos
591	condicionadores
592	peitorais
592	condicionadores
593	coleiras
593	casinhas
593	comedouros
593	bebedouros
594	racao_seca
594	escovas_pentes
595	racao_umida
595	cobertores
596	racao_seca
596	camas
596	cobertores
597	racao_seca
597	desinfetantes_ambientes
598	racao_umida
598	cortadores_unha
599	brinquedos
599	tapetes_higienicos
600	racao_umida
600	petiscos
601	racao_umida
601	bebedouros
602	guias
602	bebedouros
603	racao_seca
603	roupas
604	racao_seca
604	higiene_bucal
605	brinquedos
605	cobertores
606	shampoos
606	condicionadores
607	petiscos
607	shampoos
608	guias
608	shampoos
609	racao_umida
609	guias
610	petiscos
610	coleiras
611	racao_umida
611	shampoos
612	casinhas
612	bebedouros
613	brinquedos
613	shampoos
613	condicionadores
613	comedouros
614	racao_umida
614	brinquedos
614	guias
614	peitorais
615	camas
615	antipulgas_carrapatos
616	racao_umida
616	petiscos
616	casinhas
616	caixas_transporte
617	shampoos
617	higiene_bucal
618	racao_seca
618	roupas
618	shampoos
619	racao_seca
619	petiscos
620	coleiras
620	camas
621	racao_seca
621	comedouros
622	racao_umida
622	petiscos
622	brinquedos
623	brinquedos
623	guias
624	racao_umida
624	casinhas
625	coleiras
625	shampoos
626	cobertores
626	comedouros
627	guias
627	comedouros
628	racao_umida
628	condicionadores
629	racao_seca
629	fraldas
630	shampoos
630	higiene_bucal
631	racao_seca
631	roupas
632	brinquedos
632	vitaminas_suplementos
633	camas
633	shampoos
633	fraldas
634	peitorais
634	tapetes_higienicos
635	racao_seca
635	racao_umida
635	cobertores
636	racao_seca
636	camas
637	racao_umida
637	petiscos
638	cobertores
638	tapetes_higienicos
639	tapetes_higienicos
639	antipulgas_carrapatos
640	brinquedos
640	shampoos
641	petiscos
641	fraldas
642	racao_umida
642	higiene_bucal
643	racao_seca
643	peitorais
644	racao_seca
644	camas
644	cobertores
644	higiene_bucal
645	racao_umida
645	petiscos
646	racao_seca
646	tapetes_higienicos
646	bebedouros
646	desinfetantes_ambientes
647	petiscos
647	tapetes_higienicos
647	fraldas
648	camas
648	cortadores_unha
649	vitaminas_suplementos
649	fraldas
650	petiscos
650	coleiras
651	brinquedos
651	coleiras
651	condicionadores
652	guias
652	condicionadores
653	shampoos
653	escovas_pentes
654	racao_umida
654	petiscos
655	petiscos
655	brinquedos
656	camas
656	casinhas
657	petiscos
657	comedouros
658	brinquedos
658	cobertores
659	brinquedos
659	roupas
660	tapetes_higienicos
660	condicionadores
661	racao_umida
661	peitorais
662	caixas_transporte
662	bebedouros
662	fraldas
663	racao_umida
663	petiscos
663	higiene_bucal
664	peitorais
664	casinhas
665	shampoos
665	condicionadores
666	coleiras
666	cobertores
667	petiscos
667	coleiras
668	racao_seca
668	racao_umida
668	petiscos
668	coleiras
669	brinquedos
669	coleiras
669	shampoos
670	camas
670	caixas_transporte
671	brinquedos
671	cobertores
672	cobertores
672	shampoos
672	condicionadores
673	petiscos
673	shampoos
674	racao_umida
674	tapetes_higienicos
675	shampoos
675	bebedouros
676	coleiras
676	comedouros
676	bebedouros
677	guias
677	cobertores
678	casinhas
678	comedouros
678	bebedouros
679	vitaminas_suplementos
679	bebedouros
680	racao_seca
680	cobertores
680	condicionadores
681	coleiras
681	bebedouros
682	shampoos
682	comedouros
683	racao_umida
683	desinfetantes_ambientes
684	camas
684	cobertores
685	caixas_transporte
685	antipulgas_carrapatos
686	racao_umida
686	shampoos
687	casinhas
687	bebedouros
688	condicionadores
688	bebedouros
689	racao_seca
689	caixas_transporte
690	petiscos
690	guias
691	tapetes_higienicos
691	bebedouros
692	racao_umida
692	peitorais
692	camas
692	cobertores
693	comedouros
693	escovas_pentes
694	racao_seca
694	cobertores
695	racao_umida
695	petiscos
696	racao_umida
696	petiscos
696	brinquedos
696	cortadores_unha
697	racao_seca
697	racao_umida
697	antipulgas_carrapatos
697	fraldas
